5.960,1.493,0.112,-1.253,0.259,-1.839,0.129
5.973,1.497,0.075,-1.251,0.185,-1.861,0.092
5.987,1.499,0.038,-1.250,0.111,-1.876,0.055
6.000,1.500,0.000,-1.250,0.037,-1.884,0.019
6.013,1.499,-0.038,-1.250,-0.037,-1.884,-0.019
6.027,1.497,-0.075,-1.251,-0.111,-1.876,-0.055
6.040,1.493,-0.112,-1.253,-0.185,-1.861,-0.092
6.053,1.488,-0.149,-1.256,-0.259,-1.839,-0.129
6.067,1.482,-0.185,-1.259,-0.332,-1.810,-0.166
6.080,1.473,-0.221,-1.263,-0.405,-1.773,-0.203
6.093,1.464,-0.255,-1.268,-0.478,-1.730,-0.239
6.107,1.453,-0.289,-1.274,-0.550,-1.679,-0.275
6.120,1.440,-0.321,-1.280,-0.622,-1.622,-0.311
6.133,1.427,-0.353,-1.287,-0.693,-1.559,-0.346
6.147,1.411,-0.382,-1.294,-0.763,-1.489,-0.382
6.160,1.395,-0.411,-1.303,-0.833,-1.414,-0.416
6.173,1.377,-0.437,-1.312,-0.902,-1.333,-0.451
6.187,1.357,-0.462,-1.321,-0.970,-1.246,-0.485
6.200,1.337,-0.485,-1.332,-1.037,-1.155,-0.518
6.213,1.314,-0.507,-1.343,-1.102,-1.059,-0.551
6.227,1.291,-0.526,-1.354,-1.167,-0.959,-0.584
6.240,1.266,-0.543,-1.367,-1.231,-0.856,-0.616
6.253,1.241,-0.558,-1.380,-1.294,-0.748,-0.647
6.267,1.214,-0.571,-1.393,-1.355,-0.638,-0.677
6.280,1.185,-0.581,-1.407,-1.415,-0.526,-0.707
6.293,1.156,-0.589,-1.422,-1.473,-0.411,-0.737
6.307,1.125,-0.595,-1.437,-1.530,-0.295,-0.765
6.320,1.093,-0.599,-1.453,-1.586,-0.177,-0.793
6.333,1.061,-0.600,-1.470,-1.640,-0.059,-0.820
6.347,1.027,-0.599,-1.487,-1.692,0.059,-0.846
6.360,0.992,-0.595,-1.504,-1.743,0.177,-0.871
6.373,0.956,-0.589,-1.522,-1.792,0.295,-0.896
6.387,0.919,-0.581,-1.540,-1.839,0.411,-0.919
6.400,0.882,-0.571,-1.559,-1.884,0.526,-0.942
6.413,0.843,-0.558,-1.578,-1.928,0.638,-0.964
6.427,0.804,-0.543,-1.598,-1.969,0.748,-0.985
6.440,0.764,-0.526,-1.618,-2.009,0.856,-1.004
6.453,0.723,-0.507,-1.639,-2.047,0.959,-1.023
6.467,0.681,-0.485,-1.660,-2.082,1.059,-1.041
6.480,0.639,-0.462,-1.681,-2.116,1.155,-1.058
6.493,0.596,-0.437,-1.702,-2.147,1.246,-1.074
6.507,0.552,-0.411,-1.724,-2.177,1.333,-1.088
6.520,0.508,-0.382,-1.746,-2.204,1.414,-1.102
6.533,0.464,-0.353,-1.768,-2.229,1.489,-1.115
6.547,0.418,-0.321,-1.791,-2.252,1.559,-1.126
6.560,0.373,-0.289,-1.813,-2.273,1.622,-1.136
6.573,0.327,-0.255,-1.836,-2.291,1.679,-1.145
6.587,0.281,-0.221,-1.859,-2.307,1.730,-1.154
6.600,0.235,-0.185,-1.883,-2.321,1.773,-1.161
6.613,0.188,-0.149,-1.906,-2.333,1.810,-1.166
6.627,0.141,-0.112,-1.929,-2.342,1.839,-1.171
6.640,0.094,-0.075,-1.953,-2.349,1.861,-1.174
6.653,0.047,-0.038,-1.976,-2.353,1.876,-1.177
6.667,0.000,-0.000,-2.000,-2.356,1.884,-1.178
6.680,-0.047,0.038,-2.024,-2.356,1.884,-1.178
6.693,-0.094,0.075,-2.047,-2.353,1.876,-1.177
6.707,-0.141,0.112,-2.071,-2.349,1.861,-1.174
6.720,-0.188,0.149,-2.094,-2.342,1.839,-1.171
6.733,-0.235,0.185,-2.117,-2.333,1.810,-1.166
6.747,-0.281,0.221,-2.141,-2.321,1.773,-1.161
6.760,-0.327,0.255,-2.164,-2.307,1.730,-1.154
6.773,-0.373,0.289,-2.187,-2.291,1.679,-1.145
6.787,-0.418,0.321,-2.209,-2.273,1.622,-1.136
6.800,-0.464,0.353,-2.232,-2.252,1.559,-1.126
6.813,-0.508,0.382,-2.254,-2.229,1.489,-1.115
6.827,-0.552,0.411,-2.276,-2.204,1.414,-1.102
6.840,-0.596,0.437,-2.298,-2.177,1.333,-1.088
6.853,-0.639,0.462,-2.319,-2.147,1.246,-1.074
6.867,-0.681,0.485,-2.340,-2.116,1.155,-1.058
6.880,-0.723,0.507,-2.361,-2.082,1.059,-1.041
6.893,-0.764,0.526,-2.382,-2.047,0.959,-1.023
6.907,-0.804,0.543,-2.402,-2.009,0.856,-1.004
6.920,-0.843,0.558,-2.422,-1.969,0.748,-0.985
6.933,-0.882,0.571,-2.441,-1.928,0.638,-0.964
6.947,-0.919,0.581,-2.460,-1.884,0.526,-0.942
6.960,-0.956,0.589,-2.478,-1.839,0.411,-0.919
6.973,-0.992,0.595,-2.496,-1.792,0.295,-0.896
6.987,-1.027,0.599,-2.513,-1.743,0.177,-0.871
7.000,-1.061,0.600,-2.530,-1.692,0.059,-0.846
7.013,-1.093,0.599,-2.547,-1.640,-0.059,-0.820
7.027,-1.125,0.595,-2.563,-1.586,-0.177,-0.793
7.040,-1.156,0.589,-2.578,-1.530,-0.295,-0.765
7.053,-1.185,0.581,-2.593,-1.473,-0.411,-0.737
7.067,-1.214,0.571,-2.607,-1.415,-0.526,-0.707
7.080,-1.241,0.558,-2.620,-1.355,-0.638,-0.677
7.093,-1.266,0.543,-2.633,-1.294,-0.748,-0.647
7.107,-1.291,0.526,-2.646,-1.231,-0.856,-0.616
7.120,-1.314,0.507,-2.657,-1.167,-0.959,-0.584
7.133,-1.337,0.485,-2.668,-1.102,-1.059,-0.551
7.147,-1.357,0.462,-2.679,-1.037,-1.155,-0.518
7.160,-1.377,0.437,-2.688,-0.970,-1.246,-0.485
7.173,-1.395,0.411,-2.697,-0.902,-1.333,-0.451
7.187,-1.411,0.382,-2.706,-0.833,-1.414,-0.416
7.200,-1.427,0.353,-2.713,-0.763,-1.489,-0.382
7.213,-1.440,0.321,-2.720,-0.693,-1.559,-0.346
7.227,-1.453,0.289,-2.726,-0.622,-1.622,-0.311
7.240,-1.464,0.255,-2.732,-0.550,-1.679,-0.275
7.253,-1.473,0.221,-2.737,-0.478,-1.730,-0.239
7.267,-1.482,0.185,-2.741,-0.405,-1.773,-0.203
7.280,-1.488,0.149,-2.744,-0.332,-1.810,-0.166
7.293,-1.493,0.112,-2.747,-0.259,-1.839,-0.129
7.307,-1.497,0.075,-2.749,-0.185,-1.861,-0.092
7.320,-1.499,0.038,-2.750,-0.111,-1.876,-0.055
7.333,-1.500,0.000,-2.750,-0.037,-1.884,-0.019
7.347,-1.499,-0.038,-2.750,0.037,-1.884,0.019
7.360,-1.497,-0.075,-2.749,0.111,-1.876,0.055
7.373,-1.493,-0.112,-2.747,0.185,-1.861,0.092
7.387,-1.488,-0.149,-2.744,0.259,-1.839,0.129
7.400,-1.482,-0.185,-2.741,0.332,-1.810,0.166
7.413,-1.473,-0.221,-2.737,0.405,-1.773,0.203
7.427,-1.464,-0.255,-2.732,0.478,-1.730,0.239
7.440,-1.453,-0.289,-2.726,0.550,-1.679,0.275
7.453,-1.440,-0.321,-2.720,0.622,-1.622,0.311
7.467,-1.427,-0.353,-2.713,0.693,-1.559,0.346
7.480,-1.411,-0.382,-2.706,0.763,-1.489,0.382
7.493,-1.395,-0.411,-2.697,0.833,-1.414,0.416
7.507,-1.377,-0.437,-2.688,0.902,-1.333,0.451
7.520,-1.357,-0.462,-2.679,0.970,-1.246,0.485
7.533,-1.337,-0.485,-2.668,1.037,-1.155,0.518
7.547,-1.314,-0.507,-2.657,1.102,-1.059,0.551
7.560,-1.291,-0.526,-2.646,1.167,-0.959,0.584
7.573,-1.266,-0.543,-2.633,1.231,-0.856,0.616
7.587,-1.241,-0.558,-2.620,1.294,-0.748,0.647
7.600,-1.214,-0.571,-2.607,1.355,-0.638,0.677
7.613,-1.185,-0.581,-2.593,1.415,-0.526,0.707
7.627,-1.156,-0.589,-2.578,1.473,-0.411,0.737
7.640,-1.125,-0.595,-2.563,1.530,-0.295,0.765
7.653,-1.093,-0.599,-2.547,1.586,-0.177,0.793
7.667,-1.061,-0.600,-2.530,1.640,-0.059,0.820
7.680,-1.027,-0.599,-2.513,1.692,0.059,0.846
7.693,-0.992,-0.595,-2.496,1.743,0.177,0.871
7.707,-0.956,-0.589,-2.478,1.792,0.295,0.896
7.720,-0.919,-0.581,-2.460,1.839,0.411,0.919
7.733,-0.882,-0.571,-2.441,1.884,0.526,0.942
7.747,-0.843,-0.558,-2.422,1.928,0.638,0.964
7.760,-0.804,-0.543,-2.402,1.969,0.748,0.985
7.773,-0.764,-0.526,-2.382,2.009,0.856,1.004
7.787,-0.723,-0.507,-2.361,2.047,0.959,1.023
7.800,-0.681,-0.485,-2.340,2.082,1.059,1.041
7.813,-0.639,-0.462,-2.319,2.116,1.155,1.058
7.827,-0.596,-0.437,-2.298,2.147,1.246,1.074
7.840,-0.552,-0.411,-2.276,2.177,1.333,1.088
7.853,-0.508,-0.382,-2.254,2.204,1.414,1.102
7.867,-0.464,-0.353,-2.232,2.229,1.489,1.115
7.880,-0.418,-0.321,-2.209,2.252,1.559,1.126
7.893,-0.373,-0.289,-2.187,2.273,1.622,1.136
7.907,-0.327,-0.255,-2.164,2.291,1.679,1.145
7.920,-0.281,-0.221,-2.141,2.307,1.730,1.154
7.933,-0.235,-0.185,-2.117,2.321,1.773,1.161
7.947,-0.188,-0.149,-2.094,2.333,1.810,1.166
7.960,-0.141,-0.112,-2.071,2.342,1.839,1.171
7.973,-0.094,-0.075,-2.047,2.349,1.861,1.174
7.987,-0.047,-0.038,-2.024,2.353,1.876,1.177
8.000,-0.000,-0.000,-2.000,2.356,1.884,1.178
