2.107,-1.453,-0.289,-2.726,0.550,-1.679,0.275
2.120,-1.440,-0.321,-2.720,0.622,-1.622,0.311
2.133,-1.427,-0.353,-2.713,0.693,-1.559,0.346
2.147,-1.411,-0.382,-2.706,0.763,-1.489,0.382
2.160,-1.395,-0.411,-2.697,0.833,-1.414,0.416
2.173,-1.377,-0.437,-2.688,0.902,-1.333,0.451
2.187,-1.357,-0.462,-2.679,0.970,-1.246,0.485
2.200,-1.337,-0.485,-2.668,1.037,-1.155,0.518
2.213,-1.314,-0.507,-2.657,1.102,-1.059,0.551
2.227,-1.291,-0.526,-2.646,1.167,-0.959,0.584
2.240,-1.266,-0.543,-2.633,1.231,-0.856,0.616
2.253,-1.241,-0.558,-2.620,1.294,-0.748,0.647
2.267,-1.214,-0.571,-2.607,1.355,-0.638,0.677
2.280,-1.185,-0.581,-2.593,1.415,-0.526,0.707
2.293,-1.156,-0.589,-2.578,1.473,-0.411,0.737
2.307,-1.125,-0.595,-2.563,1.530,-0.295,0.765
2.320,-1.093,-0.599,-2.547,1.586,-0.177,0.793
2.333,-1.061,-0.600,-2.530,1.640,-0.059,0.820
2.347,-1.027,-0.599,-2.513,1.692,0.059,0.846
2.360,-0.992,-0.595,-2.496,1.743,0.177,0.871
2.373,-0.956,-0.589,-2.478,1.792,0.295,0.896
2.387,-0.919,-0.581,-2.460,1.839,0.411,0.919
2.400,-0.882,-0.571,-2.441,1.884,0.526,0.942
2.413,-0.843,-0.558,-2.422,1.928,0.638,0.964
2.427,-0.804,-0.543,-2.402,1.969,0.748,0.985
2.440,-0.764,-0.526,-2.382,2.009,0.856,1.004
2.453,-0.723,-0.507,-2.361,2.047,0.959,1.023
2.467,-0.681,-0.485,-2.340,2.082,1.059,1.041
2.480,-0.639,-0.462,-2.319,2.116,1.155,1.058
2.493,-0.596,-0.437,-2.298,2.147,1.246,1.074
2.507,-0.552,-0.411,-2.276,2.177,1.333,1.088
2.520,-0.508,-0.382,-2.254,2.204,1.414,1.102
2.533,-0.464,-0.353,-2.232,2.229,1.489,1.115
2.547,-0.418,-0.321,-2.209,2.252,1.559,1.126
2.560,-0.373,-0.289,-2.187,2.273,1.622,1.136
2.573,-0.327,-0.255,-2.164,2.291,1.679,1.145
2.587,-0.281,-0.221,-2.141,2.307,1.730,1.154
2.600,-0.235,-0.185,-2.117,2.321,1.773,1.161
2.613,-0.188,-0.149,-2.094,2.333,1.810,1.166
2.627,-0.141,-0.112,-2.071,2.342,1.839,1.171
2.640,-0.094,-0.075,-2.047,2.349,1.861,1.174
2.653,-0.047,-0.038,-2.024,2.353,1.876,1.177
2.667,0.000,0.000,-2.000,2.356,1.884,1.178
2.680,0.047,0.038,-1.976,2.356,1.884,1.178
2.693,0.094,0.075,-1.953,2.353,1.876,1.177
2.707,0.141,0.112,-1.929,2.349,1.861,1.174
2.720,0.188,0.149,-1.906,2.342,1.839,1.171
2.733,0.235,0.185,-1.883,2.333,1.810,1.166
2.747,0.281,0.221,-1.859,2.321,1.773,1.161
2.760,0.327,0.255,-1.836,2.307,1.730,1.154
2.773,0.373,0.289,-1.813,2.291,1.679,1.145
2.787,0.418,0.321,-1.791,2.273,1.622,1.136
2.800,0.464,0.353,-1.768,2.252,1.559,1.126
2.813,0.508,0.382,-1.746,2.229,1.489,1.115
2.827,0.552,0.411,-1.724,2.204,1.414,1.102
2.840,0.596,0.437,-1.702,2.177,1.333,1.088
2.853,0.639,0.462,-1.681,2.147,1.246,1.074
2.867,0.681,0.485,-1.660,2.116,1.155,1.058
2.880,0.723,0.507,-1.639,2.082,1.059,1.041
2.893,0.764,0.526,-1.618,2.047,0.959,1.023
2.907,0.804,0.543,-1.598,2.009,0.856,1.004
2.920,0.843,0.558,-1.578,1.969,0.748,0.985
2.933,0.882,0.571,-1.559,1.928,0.638,0.964
2.947,0.919,0.581,-1.540,1.884,0.526,0.942
2.960,0.956,0.589,-1.522,1.839,0.411,0.919
2.973,0.992,0.595,-1.504,1.792,0.295,0.896
2.987,1.027,0.599,-1.487,1.743,0.177,0.871
3.000,1.061,0.600,-1.470,1.692,0.059,0.846
3.013,1.093,0.599,-1.453,1.640,-0.059,0.820
3.027,1.125,0.595,-1.437,1.586,-0.177,0.793
3.040,1.156,0.589,-1.422,1.530,-0.295,0.765
3.053,1.185,0.581,-1.407,1.473,-0.411,0.737
3.067,1.214,0.571,-1.393,1.415,-0.526,0.707
3.080,1.241,0.558,-1.380,1.355,-0.638,0.677
3.093,1.266,0.543,-1.367,1.294,-0.748,0.647
3.107,1.291,0.526,-1.354,1.231,-0.856,0.616
3.120,1.314,0.507,-1.343,1.167,-0.959,0.584
3.133,1.337,0.485,-1.332,1.102,-1.059,0.551
3.147,1.357,0.462,-1.321,1.037,-1.155,0.518
3.160,1.377,0.437,-1.312,0.970,-1.246,0.485
3.173,1.395,0.411,-1.303,0.902,-1.333,0.451
3.187,1.411,0.382,-1.294,0.833,-1.414,0.416
3.200,1.427,0.353,-1.287,0.763,-1.489,0.382
3.213,1.440,0.321,-1.280,0.693,-1.559,0.346
3.227,1.453,0.289,-1.274,0.622,-1.622,0.311
3.240,1.464,0.255,-1.268,0.550,-1.679,0.275
3.253,1.473,0.221,-1.263,0.478,-1.730,0.239
3.267,1.482,0.185,-1.259,0.405,-1.773,0.203
3.280,1.488,0.149,-1.256,0.332,-1.810,0.166
3.293,1.493,0.112,-1.253,0.259,-1.839,0.129
3.307,1.497,0.075,-1.251,0.185,-1.861,0.092
3.320,1.499,0.038,-1.250,0.111,-1.876,0.055
3.333,1.500,0.000,-1.250,0.037,-1.884,0.019
3.347,1.499,-0.038,-1.250,-0.037,-1.884,-0.019
3.360,1.497,-0.075,-1.251,-0.111,-1.876,-0.055
3.373,1.493,-0.112,-1.253,-0.185,-1.861,-0.092
3.387,1.488,-0.149,-1.256,-0.259,-1.839,-0.129
3.400,1.482,-0.185,-1.259,-0.332,-1.810,-0.166
3.413,1.473,-0.221,-1.263,-0.405,-1.773,-0.203
3.427,1.464,-0.255,-1.268,-0.478,-1.730,-0.239
3.440,1.453,-0.289,-1.274,-0.550,-1.679,-0.275
3.453,1.440,-0.321,-1.280,-0.622,-1.622,-0.311
3.467,1.427,-0.353,-1.287,-0.693,-1.559,-0.346
3.480,1.411,-0.382,-1.294,-0.763,-1.489,-0.382
3.493,1.395,-0.411,-1.303,-0.833,-1.414,-0.416
3.507,1.377,-0.437,-1.312,-0.902,-1.333,-0.451
3.520,1.357,-0.462,-1.321,-0.970,-1.246,-0.485
3.533,1.337,-0.485,-1.332,-1.037,-1.155,-0.518
3.547,1.314,-0.507,-1.343,-1.102,-1.059,-0.551
3.560,1.291,-0.526,-1.354,-1.167,-0.959,-0.584
3.573,1.266,-0.543,-1.367,-1.231,-0.856,-0.616
3.587,1.241,-0.558,-1.380,-1.294,-0.748,-0.647
3.600,1.214,-0.571,-1.393,-1.355,-0.638,-0.677
3.613,1.185,-0.581,-1.407,-1.415,-0.526,-0.707
3.627,1.156,-0.589,-1.422,-1.473,-0.411,-0.737
3.640,1.125,-0.595,-1.437,-1.530,-0.295,-0.765
3.653,1.093,-0.599,-1.453,-1.586,-0.177,-0.793
3.667,1.061,-0.600,-1.470,-1.640,-0.059,-0.820
3.680,1.027,-0.599,-1.487,-1.692,0.059,-0.846
3.693,0.992,-0.595,-1.504,-1.743,0.177,-0.871
3.707,0.956,-0.589,-1.522,-1.792,0.295,-0.896
3.720,0.919,-0.581,-1.540,-1.839,0.411,-0.919
3.733,0.882,-0.571,-1.559,-1.884,0.526,-0.942
3.747,0.843,-0.558,-1.578,-1.928,0.638,-0.964
3.760,0.804,-0.543,-1.598,-1.969,0.748,-0.985
3.773,0.764,-0.526,-1.618,-2.009,0.856,-1.004
3.787,0.723,-0.507,-1.639,-2.047,0.959,-1.023
3.800,0.681,-0.485,-1.660,-2.082,1.059,-1.041
3.813,0.639,-0.462,-1.681,-2.116,1.155,-1.058
3.827,0.596,-0.437,-1.702,-2.147,1.246,-1.074
3.840,0.552,-0.411,-1.724,-2.177,1.333,-1.088
3.853,0.508,-0.382,-1.746,-2.204,1.414,-1.102
3.867,0.464,-0.353,-1.768,-2.229,1.489,-1.115
3.880,0.418,-0.321,-1.791,-2.252,1.559,-1.126
3.893,0.373,-0.289,-1.813,-2.273,1.622,-1.136
3.907,0.327,-0.255,-1.836,-2.291,1.679,-1.145
3.920,0.281,-0.221,-1.859,-2.307,1.730,-1.154
3.933,0.235,-0.185,-1.883,-2.321,1.773,-1.161
3.947,0.188,-0.149,-1.906,-2.333,1.810,-1.166
3.960,0.141,-0.112,-1.929,-2.342,1.839,-1.171
3.973,0.094,-0.075,-1.953,-2.349,1.861,-1.174
3.987,0.047,-0.038,-1.976,-2.353,1.876,-1.177
4.000,0.000,-0.000,-2.000,-2.356,1.884,-1.178
4.013,-0.047,0.038,-2.024,-2.356,1.884,-1.178
4.027,-0.094,0.075,-2.047,-2.353,1.876,-1.177
4.040,-0.141,0.112,-2.071,-2.349,1.861,-1.174
4.053,-0.188,0.149,-2.094,-2.342,1.839,-1.171
4.067,-0.235,0.185,-2.117,-2.333,1.810,-1.166
4.080,-0.281,0.221,-2.141,-2.321,1.773,-1.161
4.093,-0.327,0.255,-2.164,-2.307,1.730,-1.154
4.107,-0.373,0.289,-2.187,-2.291,1.679,-1.145
4.120,-0.418,0.321,-2.209,-2.273,1.622,-1.136
4.133,-0.464,0.353,-2.232,-2.252,1.559,-1.126
4.147,-0.508,0.382,-2.254,-2.229,1.489,-1.115
4.160,-0.552,0.411,-2.276,-2.204,1.414,-1.102
4.173,-0.596,0.437,-2.298,-2.177,1.333,-1.088
4.187,-0.639,0.462,-2.319,-2.147,1.246,-1.074
4.200,-0.681,0.485,-2.340,-2.116,1.155,-1.058
4.213,-0.723,0.507,-2.361,-2.082,1.059,-1.041
4.227,-0.764,0.526,-2.382,-2.047,0.959,-1.023
4.240,-0.804,0.543,-2.402,-2.009,0.856,-1.004
4.253,-0.843,0.558,-2.422,-1.969,0.748,-0.985
4.267,-0.882,0.571,-2.441,-1.928,0.638,-0.964
4.280,-0.919,0.581,-2.460,-1.884,0.526,-0.942
4.293,-0.956,0.589,-2.478,-1.839,0.411,-0.919
4.307,-0.992,0.595,-2.496,-1.792,0.295,-0.896
4.320,-1.027,0.599,-2.513,-1.743,0.177,-0.871
4.333,-1.061,0.600,-2.530,-1.692,0.059,-0.846
4.347,-1.093,0.599,-2.547,-1.640,-0.059,-0.820
4.360,-1.125,0.595,-2.563,-1.586,-0.177,-0.793
4.373,-1.156,0.589,-2.578,-1.530,-0.295,-0.765
4.387,-1.185,0.581,-2.593,-1.473,-0.411,-0.737
4.400,-1.214,0.571,-2.607,-1.415,-0.526,-0.707
4.413,-1.241,0.558,-2.620,-1.355,-0.638,-0.677
4.427,-1.266,0.543,-2.633,-1.294,-0.748,-0.647
4.440,-1.291,0.526,-2.646,-1.231,-0.856,-0.616
4.453,-1.314,0.507,-2.657,-1.167,-0.959,-0.584
4.467,-1.337,0.485,-2.668,-1.102,-1.059,-0.551
4.480,-1.357,0.462,-2.679,-1.037,-1.155,-0.518
4.493,-1.377,0.437,-2.688,-0.970,-1.246,-0.485
4.507,-1.395,0.411,-2.697,-0.902,-1.333,-0.451
4.520,-1.411,0.382,-2.706,-0.833,-1.414,-0.416
4.533,-1.427,0.353,-2.713,-0.763,-1.489,-0.382
4.547,-1.440,0.321,-2.720,-0.693,-1.559,-0.346
4.560,-1.453,0.289,-2.726,-0.622,-1.622,-0.311
4.573,-1.464,0.255,-2.732,-0.550,-1.679,-0.275
4.587,-1.473,0.221,-2.737,-0.478,-1.730,-0.239
4.600,-1.482,0.185,-2.741,-0.405,-1.773,-0.203
4.613,-1.488,0.149,-2.744,-0.332,-1.810,-0.166
4.627,-1.493,0.112,-2.747,-0.259,-1.839,-0.129
4.640,-1.497,0.075,-2.749,-0.185,-1.861,-0.092
4.653,-1.499,0.038,-2.750,-0.111,-1.876,-0.055
4.667,-1.500,0.000,-2.750,-0.037,-1.884,-0.019
4.680,-1.499,-0.038,-2.750,0.037,-1.884,0.019
4.693,-1.497,-0.075,-2.749,0.111,-1.876,0.055
4.707,-1.493,-0.112,-2.747,0.185,-1.861,0.092
4.720,-1.488,-0.149,-2.744,0.259,-1.839,0.129
4.733,-1.482,-0.185,-2.741,0.332,-1.810,0.166
4.747,-1.473,-0.221,-2.737,0.405,-1.773,0.203
4.760,-1.464,-0.255,-2.732,0.478,-1.730,0.239
4.773,-1.453,-0.289,-2.726,0.550,-1.679,0.275
4.787,-1.440,-0.321,-2.720,0.622,-1.622,0.311
4.800,-1.427,-0.353,-2.713,0.693,-1.559,0.346
4.813,-1.411,-0.382,-2.706,0.763,-1.489,0.382
4.827,-1.395,-0.411,-2.697,0.833,-1.414,0.416
4.840,-1.377,-0.437,-2.688,0.902,-1.333,0.451
4.853,-1.357,-0.462,-2.679,0.970,-1.246,0.485
4.867,-1.337,-0.485,-2.668,1.037,-1.155,0.518
4.880,-1.314,-0.507,-2.657,1.102,-1.059,0.551
4.893,-1.291,-0.526,-2.646,1.167,-0.959,0.584
4.907,-1.266,-0.543,-2.633,1.231,-0.856,0.616
4.920,-1.241,-0.558,-2.620,1.294,-0.748,0.647
4.933,-1.214,-0.571,-2.607,1.355,-0.638,0.677
4.947,-1.185,-0.581,-2.593,1.415,-0.526,0.707
4.960,-1.156,-0.589,-2.578,1.473,-0.411,0.737
4.973,-1.125,-0.595,-2.563,1.530,-0.295,0.765
4.987,-1.093,-0.599,-2.547,1.586,-0.177,0.793
5.000,-1.061,-0.600,-2.530,1.640,-0.059,0.820
5.013,-1.027,-0.599,-2.513,1.692,0.059,0.846
5.027,-0.992,-0.595,-2.496,1.743,0.177,0.871
5.040,-0.956,-0.589,-2.478,1.792,0.295,0.896
5.053,-0.919,-0.581,-2.460,1.839,0.411,0.919
5.067,-0.882,-0.571,-2.441,1.884,0.526,0.942
5.080,-0.843,-0.558,-2.422,1.928,0.638,0.964
5.093,-0.804,-0.543,-2.402,1.969,0.748,0.985
5.107,-0.764,-0.526,-2.382,2.009,0.856,1.004
5.120,-0.723,-0.507,-2.361,2.047,0.959,1.023
5.133,-0.681,-0.485,-2.340,2.082,1.059,1.041
5.147,-0.639,-0.462,-2.319,2.116,1.155,1.058
5.160,-0.596,-0.437,-2.298,2.147,1.246,1.074
5.173,-0.552,-0.411,-2.276,2.177,1.333,1.088
5.187,-0.508,-0.382,-2.254,2.204,1.414,1.102
5.200,-0.464,-0.353,-2.232,2.229,1.489,1.115
5.213,-0.418,-0.321,-2.209,2.252,1.559,1.126
5.227,-0.373,-0.289,-2.187,2.273,1.622,1.136
5.240,-0.327,-0.255,-2.164,2.291,1.679,1.145
5.253,-0.281,-0.221,-2.141,2.307,1.730,1.154
5.267,-0.235,-0.185,-2.117,2.321,1.773,1.161
5.280,-0.188,-0.149,-2.094,2.333,1.810,1.166
5.293,-0.141,-0.112,-2.071,2.342,1.839,1.171
5.307,-0.094,-0.075,-2.047,2.349,1.861,1.174
5.320,-0.047,-0.038,-2.024,2.353,1.876,1.177
5.333,-0.000,-0.000,-2.000,2.356,1.884,1.178
5.347,0.047,0.038,-1.976,2.356,1.884,1.178
5.360,0.094,0.075,-1.953,2.353,1.876,1.177
5.373,0.141,0.112,-1.929,2.349,1.861,1.174
5.387,0.188,0.149,-1.906,2.342,1.839,1.171
5.400,0.235,0.185,-1.883,2.333,1.810,1.166
5.413,0.281,0.221,-1.859,2.321,1.773,1.161
5.427,0.327,0.255,-1.836,2.307,1.730,1.154
5.440,0.373,0.289,-1.813,2.291,1.679,1.145
5.453,0.418,0.321,-1.791,2.273,1.622,1.136
5.467,0.464,0.353,-1.768,2.252,1.559,1.126
5.480,0.508,0.382,-1.746,2.229,1.489,1.115
5.493,0.552,0.411,-1.724,2.204,1.414,1.102
5.507,0.596,0.437,-1.702,2.177,1.333,1.088
5.520,0.639,0.462,-1.681,2.147,1.246,1.074
5.533,0.681,0.485,-1.660,2.116,1.155,1.058
5.547,0.723,0.507,-1.639,2.082,1.059,1.041
5.560,0.764,0.526,-1.618,2.047,0.959,1.023
5.573,0.804,0.543,-1.598,2.009,0.856,1.004
5.587,0.843,0.558,-1.578,1.969,0.748,0.985
5.600,0.882,0.571,-1.559,1.928,0.638,0.964
5.613,0.919,0.581,-1.540,1.884,0.526,0.942
5.627,0.956,0.589,-1.522,1.839,0.411,0.919
5.640,0.992,0.595,-1.504,1.792,0.295,0.896
5.653,1.027,0.599,-1.487,1.743,0.177,0.871
5.667,1.061,0.600,-1.470,1.692,0.059,0.846
5.680,1.093,0.599,-1.453,1.640,-0.059,0.820
5.693,1.125,0.595,-1.437,1.586,-0.177,0.793
5.707,1.156,0.589,-1.422,1.530,-0.295,0.765
5.720,1.185,0.581,-1.407,1.473,-0.411,0.737
5.733,1.214,0.571,-1.393,1.415,-0.526,0.707
5.747,1.241,0.558,-1.380,1.355,-0.638,0.677
5.760,1.266,0.543,-1.367,1.294,-0.748,0.647
5.773,1.291,0.526,-1.354,1.231,-0.856,0.616
5.787,1.314,0.507,-1.343,1.167,-0.959,0.584
5.800,1.337,0.485,-1.332,1.102,-1.059,0.551
5.813,1.357,0.462,-1.321,1.037,-1.155,0.518
5.827,1.377,0.437,-1.312,0.970,-1.246,0.485
5.840,1.395,0.411,-1.303,0.902,-1.333,0.451
5.853,1.411,0.382,-1.294,0.833,-1.414,0.416
5.867,1.427,0.353,-1.287,0.763,-1.489,0.382
5.880,1.440,0.321,-1.280,0.693,-1.559,0.346
5.893,1.453,0.289,-1.274,0.622,-1.622,0.311
5.907,1.464,0.255,-1.268,0.550,-1.679,0.275
5.920,1.473,0.221,-1.263,0.478,-1.730,0.239
5.933,1.482,0.185,-1.259,0.405,-1.773,0.203
5.947,1.488,0.149,-1.256,0.332,-1.810,0.166
